m/z	id	match_form	mz_difference	name	pathway
169.1215	CE5944	M(C13)+2H[2+]	0.0014	10,11-dihydro-12-oxo-LTB4	Leukotriene metabolism
169.1215	CE6240	M(C13)+2H[2+]	0.0014	9-deoxy-delta12-PGD2	Prostaglandin formation from arachidonate
169.1215	CE6246	M(C13)+2H[2+]	0.0014	5,12-DiHETE	Leukotriene metabolism$Arachidonic acid metabolism
169.1215	CE6251	M(C13)+2H[2+]	0.0014	12,20-DiHETE	Arachidonic acid metabolism
169.1215	CE6474	M(C13)+2H[2+]	0.0014		Leukotriene metabolism
169.1215	CE7096	M(C13)+2H[2+]	0.0014	5,15-DiHETE	Arachidonic acid metabolism
169.1215	CE7172	M(C13)+2H[2+]	0.0014	14,15-DiHETE	Arachidonic acid metabolism
169.9836	C02362	M+K[1+]	-0.0011		Alanine and Aspartate Metabolism
169.9836	C05528	M(C13)+H[1+]	0.0	3-Sulfopyruvate; 3-Sulfopyruvic acid	Methionine and cysteine metabolism
169.9836	C05840	M+K[1+]	-0.0011	Iminoaspartate	Vitamin B3 (nicotinate and nicotinamide) metabolism
169.9967	C00111	M[1+]	-0.0013	Glycerone phosphate; Dihydroxyacetone phosphate	Pyruvate Metabolism$Galactose metabolism$Pentose phosphate pathway$Glycolysis and Gluconeogenesis$Glyoxylate and Dicarboxylate Metabolism$Glycerophospholipid metabolism$Fructose and mannose metabolism$Carbon fixation
169.9967	C00118	M[1+]	-0.0013	D-Glyceraldehyde 3-phosphate; (2R)-2-Hydroxy-3-(phosphonooxy)-propanal	Glycolysis and Gluconeogenesis$Carbon fixation$Pentose phosphate pathway
169.9967	C00661	M[1+]	-0.0013	DL-Glyceraldehyde 3-phosphate	Pyruvate Metabolism$Glycolysis and Gluconeogenesis$Pentose phosphate pathway$Fructose and mannose metabolism
170.0115	C00506	M+H[1+]	-0.0003	L-Cysteate; L-Cysteic acid; 3-Sulfoalanine; 2-Amino-3-sulfopropionic acid	Methionine and cysteine metabolism
170.0116	C00506	M+H[1+]	-0.0002	L-Cysteate; L-Cysteic acid; 3-Sulfoalanine; 2-Amino-3-sulfopropionic acid	Methionine and cysteine metabolism
170.0265	C03722	M(Cl37)+H[1+]	0.0001	Pyridine-2,3-dicarboxylate; Quinolinic acid; Quinolinate; 2,3-Pyridinedicarboxylic acid	Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism
170.0265	C03722	M(S34)+H[1+]	0.0015	Pyridine-2,3-dicarboxylate; Quinolinic acid; Quinolinate; 2,3-Pyridinedicarboxylic acid	Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism
170.0289	C07648	M(S34)+H[1+]	-0.0008	Thioguanine	Drug metabolism - other enzymes
170.0414	C00025	M+Na[1+]	-0.0011	L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	Purine metabolism$Glycine, serine, alanine and threonine metabolism$Methionine and cysteine metabolism$Alanine and Aspartate Metabolism$Vitamin B9 (folate) metabolism$Pyrimidine metabolism$Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism$Aspartate and asparagine metabolism$Nitrogen metabolism$Urea cycle/amino group metabolism$Aminosugars metabolism$Putative anti-Inflammatory metabolites formation from EPA$Arachidonic acid metabolism$Tyrosine metabolism$Beta-Alanine metabolism$Valine, leucine and isoleucine degradation$Arginine and Proline Metabolism$Glutamate metabolism$Histidine metabolism$Butanoate metabolism$Lysine metabolism$Glutathione Metabolism
170.0414	C00217	M+Na[1+]	-0.0011	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	
170.0414	C00302	M+Na[1+]	-0.0011	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate	Methionine and cysteine metabolism$Leukotriene metabolism
170.0414	C05938	M+Na[1+]	-0.0011	L-4-Hydroxyglutamate semialdehyde	Arginine and Proline Metabolism$Aspartate and asparagine metabolism
170.1168	C01953	M+H+Na[2+]	-0.0016	Pregnenolone; 5-Pregnen-3beta-ol-20-one; 3beta-Hydroxypregn-5-en-20-one	C21-steroid hormone biosynthesis and metabolism$Androgen and estrogen biosynthesis and metabolism
170.1168	C03681	M+H+Na[2+]	-0.0016	5alpha-Pregnane-3,20-dione	
170.1168	C04042	M+H+Na[2+]	-0.0016	20alpha-Hydroxy-4-pregnen-3-one; 20alpha-Hydroxypregn-4-en-3-one; 20alpha-Hydroxyprogesterone	C21-steroid hormone biosynthesis and metabolism
170.1168	C05479	M+H+Na[2+]	-0.0016	5beta-Pregnane-3,20-dione	C21-steroid hormone biosynthesis and metabolism
170.9972	C16630	M+K[1+]	0.0009	5,6-Dihydro-5-fluorouracil; 5-Fluorodihydrouracil	Drug metabolism - other enzymes
171.062	C00418	M+Na[1+]	-0.0009	(R)-Mevalonate; Mevalonic acid; 3,5-Dihydroxy-3-methylvaleric acid	Squalene and cholesterol biosynthesis
171.0983	C07344	M+2H[2+]	0.0017	3-Hydroxyquinine	
171.9507	C14453	M[1+]	-0.0017	4-Bromophenol	Xenobiotics metabolism
171.9507	C14839	M[1+]	-0.0017	Bromobenzene-3,4-oxide; Bromobenzene-3,4-epoxide	Xenobiotics metabolism
171.9507	C14840	M[1+]	-0.0017	Bromobenzene-2,3-oxide; Bromobenzene-2,3-epoxide	Xenobiotics metabolism
171.9507	C14841	M[1+]	-0.0017		Xenobiotics metabolism
172.0961	C00390	M+H+Na[2+]	-0.0016	Ubiquinol; QH2; CoQH2	Electron transport chain$TCA cycle
173.0451	C02637	M+H[1+]	0.0006	3-Dehydroshikimate	
175.0154	C00093	M(S34)+H[1+]	-0.0014	sn-Glycerol 3-phosphate; Glycerophosphoric acid; D-Glycerol 1-phosphate; Glycerol-3-phosphate	Glycerophospholipid metabolism
175.0154	C02734	M+H[1+]	-0.0001	Phenolic phosphate; Phenylphosphate	Benzoate degradation via CoA ligation
175.0154	C03765	M+K[1+]	0.0002	4-Hydroxyphenylacetaldehyde; 2-(4-Hydroxyphenyl)acetaldehyde	Tyrosine metabolism
175.0154	C04242	M+H+Na[2+]	0.0014	5-Fluorodeoxyuridine monophosphate	Drug metabolism - other enzymes
175.0154	C07086	M+K[1+]	0.0002	Phenylacetic acid; Benzylformic acid; Phenylacetate; Benzeneacetiic acid	Tyrosine metabolism
175.0893	C00521	M+K[1+]	0.0013	(-)-Limonene; (-)-(S)-Limonene; (-)-(4S)-Limonene	
175.0893	C03771	M(C13)+H[1+]	-0.0014	5-Guanidino-2-oxopentanoate; 5-Guanidino-2-oxo-pentanoate; 2-Oxo-5-guanidinopentanoate; 2-Oxo-5-guanidino-pentanoate	
175.0893	C06078	M+K[1+]	0.0013		Limonene and pinene degradation
175.0893	C06099	M+K[1+]	0.0013	(+)-Limonene; (+)-(R)-Limonene; (+)-(4R)-Limonene	
175.0893	C06306	M+K[1+]	0.0013		Limonene and pinene degradation
175.1094	C00437	M+H[1+]	0.0017	N-Acetylornithine; N2-Acetyl-L-ornithine	Urea cycle/amino group metabolism$Aspartate and asparagine metabolism
175.1094	C00964	M+Na[1+]	0.0	(-)-trans-Carveol	Limonene and pinene degradation
175.1094	C02452	M+Na[1+]	0.0	Perillyl alcohol; (-)-Perillyl alcohol; p-Mentha-1,8-dien-7-ol; (-)-Perillylalcohol	Limonene and pinene degradation
175.1094	C02759	M+Na[1+]	0.0		Limonene and pinene degradation
175.1094	C11409	M+Na[1+]	0.0	(+)-trans-Carveol; (4S,6R)-trans-Carveol	
175.9794	C01962	M+Na[1+]	-0.0017	Thiocysteine	Methionine and cysteine metabolism
175.9796	C01962	M+Na[1+]	-0.0015	Thiocysteine	Methionine and cysteine metabolism
176.069	C00954	M+H[1+]	-0.0016	Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid	Tryptophan metabolism
176.069	C03758	M+Na[1+]	0.0007	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine	Tyrosine metabolism
176.069	C05634	M+H[1+]	-0.0016	5-Hydroxyindoleacetaldehyde	Tryptophan metabolism
176.0692	C00954	M+H[1+]	-0.0014	Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid	Tryptophan metabolism
176.0692	C03758	M+Na[1+]	0.0009	Dopamine; 4-(2-Aminoethyl)-1,2-benzenediol; 4-(2-Aminoethyl)benzene-1,2-diol; 3,4-Dihydroxyphenethylamine; 2-(3,4-Dihydroxyphenyl)ethylamine	Tyrosine metabolism
176.0692	C05634	M+H[1+]	-0.0014	5-Hydroxyindoleacetaldehyde	Tryptophan metabolism
176.126	C06213	M(C13)+H[1+]	-0.0004	N-Methyltryptamine; N-Methylindoleethylamine; 1-Methyl-2-(3-indolyl)ethylamine	Tryptophan metabolism
176.1264	C06213	M(C13)+H[1+]	0.0	N-Methyltryptamine; N-Methylindoleethylamine; 1-Methyl-2-(3-indolyl)ethylamine	Tryptophan metabolism
176.5241	C00575	M+H+Na[2+]	-0.0004	3',5'-Cyclic AMP; Cyclic adenylic acid; Cyclic AMP; Adenosine 3',5'-phosphate; cAMP	Purine metabolism
177.0072	C00785	M+K[1+]	0.0015	Urocanate; Urocanic acid	Histidine metabolism
177.04	C00072	M+H[1+]	0.0006	Ascorbate; Ascorbic acid; L-Ascorbate; L-Ascorbic acid; Vitamin C	Prostaglandin formation from arachidonate$Purine metabolism$D4&E4-neuroprostanes formation$Linoleate metabolism$Tyrosine metabolism$Ascorbate (Vitamin C) and Aldarate Metabolism$Porphyrin metabolism
177.04	C02670	M+H[1+]	0.0006	D-Glucuronolactone; Glucurone; Glucofuranurono-6,3-lactone; D-Glucurono-3,6-lactone; D-Glucurone	
177.04	glac	M+H[1+]	0.0006	D-glucurono-6,3-lactone	Ascorbate (Vitamin C) and Aldarate Metabolism
177.0596	C01042	M(C13)+H[1+]	0.0008	N-Acetyl-L-aspartate	Alanine and Aspartate Metabolism
177.0596	C01045	M(C13)+H[1+]	0.0008	N-Formyl-L-glutamate	Vitamin B9 (folate) metabolism
177.0596	C05520	M(C13)+H[1+]	0.0008	2-Amino-3-oxoadipate; 2-Amino-3-oxohexanedioic acid	Porphyrin metabolism
177.0723	C00954	M(C13)+H[1+]	-0.0017	Indole-3-acetate; Indole-3-acetic acid; (Indol-3-yl)acetate; Indoleacetate; Indoleacetic acid	Tryptophan metabolism
177.0723	C05634	M(C13)+H[1+]	-0.0017	5-Hydroxyindoleacetaldehyde	Tryptophan metabolism
177.0852	C02693	M(Cl37)+H[1+]	0.0014	Indole-3-acetamide	Tryptophan metabolism
177.1024	C00437	M(S34)+H[1+]	-0.0011	N-Acetylornithine; N2-Acetyl-L-ornithine	Urea cycle/amino group metabolism$Aspartate and asparagine metabolism
177.1024	C00780	M+H[1+]	0.0001	3-(2-Aminoethyl)-1H-indol-5-ol; Serotonin; 5-Hydroxytryptamine; Enteramine	Tryptophan metabolism
178.0533	C00438	M(C13)+H[1+]	-0.0007	N-Carbamoyl-L-aspartate	Pyrimidine metabolism
178.0533	C01042	M(Cl37)+H[1+]	0.0007	N-Acetyl-L-aspartate	Alanine and Aspartate Metabolism
178.0533	C01045	M(Cl37)+H[1+]	0.0007	N-Formyl-L-glutamate	Vitamin B9 (folate) metabolism
178.0533	C05520	M(Cl37)+H[1+]	0.0007	2-Amino-3-oxoadipate; 2-Amino-3-oxohexanedioic acid	Porphyrin metabolism
178.0582	C00135	M+Na[1+]	-0.0006	L-Histidine; (S)-alpha-Amino-1H-imidazole-4-propionic acid	Beta-Alanine metabolism$Histidine metabolism
178.0853	CE1918	M+H[1+]	-0.001	5-hydroxytryptophol	Tryptophan metabolism
178.0853	CE5629	M+H[1+]	-0.001	1,2-dehydrosalsolinol	Tyrosine metabolism
178.9487	C00227	M+K[1+]	-0.0016	Acetyl phosphate	Glycolysis and Gluconeogenesis
179.0108	C00146	M+HCOOK[1+]	0.0003	Phenol; Benzenol; Hydroxybenzene; Phenic acid; Phenylic acid	Benzoate degradation via CoA ligation
179.0108	C15584	M+HCOOK[1+]	0.0003	Phenol	
179.0481	C00438	M(Cl37)+H[1+]	0.0003	N-Carbamoyl-L-aspartate	Pyrimidine metabolism
179.0481	C00438	M(S34)+H[1+]	0.0017	N-Carbamoyl-L-aspartate	Pyrimidine metabolism
179.0481	C01419	M+H[1+]	-0.0004	Cys-Gly; L-Cysteinylglycine	Glycine, serine, alanine and threonine metabolism$Glutathione Metabolism$Aspartate and asparagine metabolism
179.0481	C14090	M+Na[1+]	0.0013	1-Naphthaldehyde; 1-Formylnaphthalene	1- and 2-Methylnaphthalene degradation
179.0481	C14099	M+Na[1+]	0.0013	2-Naphthaldehyde; 2-Naphthalenecarboxaldehyde	1- and 2-Methylnaphthalene degradation
179.0898	CE1918	M(C13)+H[1+]	0.0001	5-hydroxytryptophol	Tryptophan metabolism
179.0898	CE5629	M(C13)+H[1+]	0.0001	1,2-dehydrosalsolinol	Tyrosine metabolism
179.106	C05953	M+H+Na[2+]	0.0005	Prostaglandin A2; PGA2; Medullin	Prostaglandin formation from arachidonate
179.106	C05954	M+H+Na[2+]	0.0005	Prostaglandin B2; PGB2	Prostaglandin formation from arachidonate
179.106	C05955	M+H+Na[2+]	0.0005	Prostaglandin C2; PGC2	Prostaglandin formation from arachidonate
179.106	C05957	M+H+Na[2+]	0.0005	Prostaglandin J2; PGJ2	Prostaglandin formation from arachidonate
179.106	CE2006	M+Na[1+]	0.0017		Linoleate metabolism
179.106	CE5535	M+H+Na[2+]	0.0005		Prostaglandin formation from arachidonate
179.106	CE5537	M+H+Na[2+]	0.0005		Prostaglandin formation from arachidonate
179.106	CE5925	M+H+Na[2+]	0.0005		Prostaglandin formation from arachidonate
179.106	CE5928	M+H+Na[2+]	0.0005		Prostaglandin formation from arachidonate
179.106	CE6506	M+Na[1+]	0.0017		Linoleate metabolism
179.1422	CE4786	M(C13)+2H[2+]	0.0014	nisinate	Omega-3 fatty acid metabolism
179.1422	tethex3	M(C13)+2H[2+]	0.0014	tetracosahexaenoic acid, n-3	Fatty acid activation
180.0645	C00031	M[1+]	0.0011	D-Glucose; Grape sugar; Dextrose	Galactose metabolism$Glycosphingolipid metabolism$Starch and Sucrose Metabolism$N-Glycan biosynthesis$Glycolysis and Gluconeogenesis$Fructose and mannose metabolism$Hexose phosphorylation
180.0645	C00095	M[1+]	0.0011	D-Fructose; Levulose; Fruit sugar; D-arabino-Hexulose	Galactose metabolism$Hexose phosphorylation$Fructose and mannose metabolism
180.0645	C00124	M[1+]	0.0011	D-Galactose	Phosphatidylinositol phosphate metabolism$Galactose metabolism$Glycosphingolipid metabolism$Sialic acid metabolism$Chondroitin sulfate degradation$Keratan sulfate degradation$N-Glycan Degradation$Glycosphingolipid biosynthesis - ganglioseries$Heparan sulfate degradation
180.0645	C00137	M[1+]	0.0011	myo-Inositol; D-myo-Inositol; 1D-myo-Inositol; L-myo-Inositol; 1L-myo-Inositol; meso-Inositol; Inositol; Dambose; Cyclohexitol; Meat sugar; Bios I	Phosphatidylinositol phosphate metabolism$Glycerophospholipid metabolism$Sialic acid metabolism
180.0645	C00159	M[1+]	0.0011	D-Mannose; Mannose; Seminose; Carubinose	Galactose metabolism$N-Glycan Degradation$N-Glycan biosynthesis$Hexose phosphorylation$Fructose and mannose metabolism
180.0645	C00221	M[1+]	0.0011	beta-D-Glucose	Glycolysis and Gluconeogenesis$Galactose metabolism$Pentose phosphate pathway$Starch and Sucrose Metabolism$Sialic acid metabolism
180.0645	C00247	M[1+]	0.0011	L-Sorbose; L-xylo-Hexulose	
180.0645	C00267	M[1+]	0.0011	alpha-D-Glucose	Glycolysis and Gluconeogenesis$Galactose metabolism$Fructose and mannose metabolism$Starch and Sucrose Metabolism$Sialic acid metabolism
180.0645	C00293	M[1+]	0.0011	Glucose	
180.0645	C00738	M[1+]	0.0011	D-Hexose	Hexose phosphorylation
180.0645	C00795	M[1+]	0.0011	D-Tagatose; lyxo-Hexulose	Galactose metabolism
180.0645	C00936	M[1+]	0.0011		Tryptophan metabolism
180.0645	C00962	M[1+]	0.0011	beta-D-Galactose	Glycosphingolipid metabolism
180.0645	C00984	M[1+]	0.0011	alpha-D-Galactose	Glycosphingolipid biosynthesis - globoseries
180.0645	C01582	M[1+]	0.0011	Galactose	Glycosphingolipid metabolism$Glycosphingolipid biosynthesis - ganglioseries$Glycerophospholipid metabolism$Sialic acid metabolism
180.0645	C01586	M+H[1+]	-0.001	Hippurate; Hippuric acid; N-Benzoylglycine; Benzoylaminoacetic acid	Urea cycle/amino group metabolism
180.0645	C02336	M[1+]	0.0011	beta-D-Fructose; beta-Fruit sugar; beta-D-arabino-Hexulose; beta-Levulose; Fructose	Galactose metabolism
180.0645	C07480	M[1+]	-0.0002		Caffeine metabolism
180.0645	C13747	M[1+]	-0.0002	1,7-Dimethylxanthine; Paraxanthine	Caffeine metabolism
180.0645	CE5536	M+H[1+]	-0.001	adrenochrome	Tyrosine metabolism
180.0645	CE5541	M[1+]	-0.0016	adrenochrome o-semiquinone	Tyrosine metabolism
180.0823	CE1918	M(Cl37)+H[1+]	-0.0012	5-hydroxytryptophol	Tryptophan metabolism
180.0823	CE1918	M(S34)+H[1+]	0.0002	5-hydroxytryptophol	Tryptophan metabolism
180.0823	CE5629	M(Cl37)+H[1+]	-0.0012	1,2-dehydrosalsolinol	Tyrosine metabolism
180.0823	CE5629	M(S34)+H[1+]	0.0002	1,2-dehydrosalsolinol	Tyrosine metabolism
181.0279	C04677	M+H+Na[2+]	-0.0018	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide; 5'-Phosphoribosyl-5-amino-4-imidazolecarboxamide; 5'-Phospho-ribosyl-5-amino-4-imidazole carboxamide; AICAR; 5-Aminoimidazole-4-carboxamide ribotide; 5-Phosphoribosyl-4-carbamoyl-5-aminoimidazole; 5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide	Purine metabolism
181.1218	C14772	M+H+Na[2+]	0.0007	5,6-DHET; (8Z,11Z,14Z)-5,6-Dihydroxyeicosa-8,11,14-trienoic acid; (8Z,11Z,14Z)-5,6-Dihydroxyicosa-8,11,14-trienoic acid	Arachidonic acid metabolism
181.1218	C14773	M+H+Na[2+]	0.0007	8,9-DHET; (5Z,11Z,14Z)-8,9-Dihydroxyeicosa-5,11,14-trienoic acid; (5Z,11Z,14Z)-8,9-Dihydroxyicosa-5,11,14-trienoic acid	Arachidonic acid metabolism
181.1218	C14774	M+H+Na[2+]	0.0007	11,12-DHET; (5Z,8Z,14Z)-11,12-Dihydroxyeicosa-5,8,14-trienoic acid; (5Z,8Z,14Z)-11,12-Dihydroxyicosa-5,8,14-trienoic acid	Arachidonic acid metabolism
181.1218	C14775	M+H+Na[2+]	0.0007	14,15-DHET; (5Z,8Z,11Z)-14,15-Dihydroxyeicosa-5,8,11-trienoic acid; (5Z,8Z,11Z)-14,15-Dihydroxyicosa-5,8,11-trienoic acid	Arachidonic acid metabolism
182.0805	C00082	M+H[1+]	-0.0007	L-Tyrosine; (S)-3-(p-Hydroxyphenyl)alanine; (S)-2-Amino-3-(p-hydroxyphenyl)propionic acid; Tyrosine	Tyrosine metabolism$Biopterin metabolism
182.0805	C00794	M[1+]	0.0015	D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol	Galactose metabolism$Hexose phosphorylation$Fructose and mannose metabolism
182.0805	C01507	M[1+]	0.0015	L-Iditol	
182.0805	C01697	M[1+]	0.0015	Galactitol; Dulcitol; Dulcose	Galactose metabolism
182.0805	C03087	M+Na[1+]	0.0017	5-Acetamidopentanoate	Butanoate metabolism
182.0805	CE2174	M+H[1+]	-0.0007		Tyrosine metabolism
182.9357	C00059	M+HCOOK[1+]	-0.0003	Sulfate; Sulfuric acid	Glycosphingolipid metabolism$Androgen and estrogen biosynthesis and metabolism$Chondroitin sulfate degradation$Keratan sulfate degradation$Methionine and cysteine metabolism$Heparan sulfate degradation$Tyrosine metabolism$C21-steroid hormone biosynthesis and metabolism
183.0772	C06423	M+K[1+]	-0.0006	Octanoic acid; Caprylic acid; Octylic acid	Fatty acid activation
183.1371	C01387	M+HCOONa[1+]	0.0015	Octane; n-Octane	Glycerophospholipid metabolism
183.9876	C05689	M+H[1+]	0.0004	Se-Methylselenocysteine	Selenoamino acid metabolism
183.9876	C05698	M+H[1+]	0.0004	Selenohomocysteine	Selenoamino acid metabolism
184.1111	CE5947	M+2H[2+]	0.0017	20-COOH-10,11-dihydro-LTB4	Leukotriene metabolism
184.9846	C00026	M+K[1+]	0.0003	2-Oxoglutarate; Oxoglutaric acid; 2-Ketoglutaric acid; alpha-Ketoglutaric acid	Valine, leucine and isoleucine degradation$Arginine and Proline Metabolism$Alanine and Aspartate Metabolism$Glycine, serine, alanine and threonine metabolism$Tryptophan metabolism$Aspartate and asparagine metabolism$Vitamin B1 (thiamin) metabolism$TCA cycle$Butanoate metabolism$Phytanic acid peroxisomal oxidation$Methionine and cysteine metabolism$Urea cycle/amino group metabolism$Lysine metabolism$Glutamate metabolism$Tyrosine metabolism$Fatty acid oxidation, peroxisome$Beta-Alanine metabolism$Histidine metabolism
184.9846	C03232	M+H[1+]	0.0	3-Phosphonooxypyruvate; 3-Phosphonooxypyruvic acid; 3-Phosphohydroxypyruvate; 3-Phosphohydroxypyruvic acid	Glycine, serine, alanine and threonine metabolism
185.0226	C15606	M+Na[1+]	-0.0018	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one	Methionine and cysteine metabolism
185.023	C15606	M+Na[1+]	-0.0014	1,2-Dihydroxy-5-(methylthio)pent-1-en-3-one	Methionine and cysteine metabolism
185.0807	C00588	M+H[1+]	-0.0005	Choline phosphate; Phosphorylcholine; Phosphocholine; O-Phosphocholine	Glycosphingolipid metabolism$Glycerophospholipid metabolism
185.0807	C00794	M(S34)+H[1+]	-0.0014	D-Sorbitol; D-Glucitol; L-Gulitol; Sorbitol	Galactose metabolism$Hexose phosphorylation$Fructose and mannose metabolism
185.0807	C01181	M+K[1+]	-0.0002	4-Trimethylammoniobutanoate	Lysine metabolism
185.0807	C01507	M(S34)+H[1+]	-0.0014	L-Iditol	
185.0807	C01697	M(S34)+H[1+]	-0.0014	Galactitol; Dulcitol; Dulcose	Galactose metabolism
185.0807	C01996	M+K[1+]	-0.0002	Acetylcholine; O-Acetylcholine	Glycerophospholipid metabolism
185.0807	C05594	M+H[1+]	-0.0002	3-Methoxy-4-hydroxyphenylethyleneglycol	Tyrosine metabolism
185.1061	C02140	M+H+Na[2+]	0.0006	Corticosterone; 11beta,21-Dihydroxy-4-pregnene-3,20-dione; Kendall's compound B; Reichstein's substance H	C21-steroid hormone biosynthesis and metabolism
185.1061	C05477	M+H+Na[2+]	0.0006	21-Hydroxy-5beta-pregnane-3,11,20-trione	C21-steroid hormone biosynthesis and metabolism
185.1061	C05488	M+H+Na[2+]	0.0006	11-Deoxycortisol; Cortodoxone	C21-steroid hormone biosynthesis and metabolism
185.1061	C05497	M+H+Na[2+]	0.0006	21-Deoxycortisol; 4-Pregnene-11beta,17alpha-diol-3,20-dione; 11beta,17alpha-Dihydroxyprogesterone	C21-steroid hormone biosynthesis and metabolism
185.1061	CE1347	M+H+Na[2+]	0.0006	19-Hydroxydeoxycorticosterone	C21-steroid hormone biosynthesis and metabolism
185.1165	C05956	M+2H[2+]	-0.0007	Prostaglandin G2; PGG2	Prostaglandin formation from arachidonate
185.1165	C05962	M+2H[2+]	-0.0007		Prostaglandin formation from arachidonate
185.1165	CE1447	M(C13)+2H[2+]	0.0015	11-dehydrothromboxane B2	Prostaglandin formation from arachidonate
185.1165	CE2056	M(C13)+2H[2+]	0.0015	20-dihydroxyleukotriene B4	Leukotriene metabolism
185.1165	CE5533	M(C13)+2H[2+]	0.0015		Prostaglandin formation from arachidonate
185.1165	CE5534	M(C13)+2H[2+]	0.0015		Prostaglandin formation from arachidonate
185.1165	CE5926	M(C13)+2H[2+]	0.0015		Prostaglandin formation from arachidonate
185.1165	CE5930	M(C13)+2H[2+]	0.0015		Prostaglandin formation from arachidonate
186.0165	C00025	M+K[1+]	0.0005	L-Glutamate; L-Glutamic acid; L-Glutaminic acid; Glutamate	Purine metabolism$Glycine, serine, alanine and threonine metabolism$Methionine and cysteine metabolism$Alanine and Aspartate Metabolism$Vitamin B9 (folate) metabolism$Pyrimidine metabolism$Vitamin B3 (nicotinate and nicotinamide) metabolism$Tryptophan metabolism$Aspartate and asparagine metabolism$Nitrogen metabolism$Urea cycle/amino group metabolism$Aminosugars metabolism$Putative anti-Inflammatory metabolites formation from EPA$Arachidonic acid metabolism$Tyrosine metabolism$Beta-Alanine metabolism$Valine, leucine and isoleucine degradation$Arginine and Proline Metabolism$Glutamate metabolism$Histidine metabolism$Butanoate metabolism$Lysine metabolism$Glutathione Metabolism
186.0165	C00217	M+K[1+]	0.0005	D-Glutamate; D-Glutamic acid; D-Glutaminic acid; D-2-Aminoglutaric acid	
186.0165	C00302	M+K[1+]	0.0005	DL-Glutamate; DL-Glutaminic acid; 2-Aminoglutaric acid; Glutamate	Methionine and cysteine metabolism$Leukotriene metabolism
186.0165	C01005	M+H[1+]	0.0003	O-Phospho-L-serine; L-O-Phosphoserine; 3-Phosphoserine; Dexfosfoserine	Glycine, serine, alanine and threonine metabolism
186.0165	C02167	M[1+]	0.0001	Maleylpyruvate; Maleylpyruvic acid; 3-Maleylpyruvate	
186.0165	C02514	M[1+]	0.0001	3-Fumarylpyruvate	
186.0165	C02532	M+H[1+]	0.0003	D-O-Phosphoserine	
186.0165	C05938	M+K[1+]	0.0005	L-4-Hydroxyglutamate semialdehyde	Arginine and Proline Metabolism$Aspartate and asparagine metabolism
186.0165	C16613	M(C13)+H[1+]	0.0003		Drug metabolism - other enzymes
186.0415	C04409	M+H[1+]	0.0018	2-Amino-3-carboxymuconate semialdehyde; 2-Amino-3-(3-oxoprop-1-enyl)-but-2-enedioate; 2-Amino-3-(3-oxoprop-1-en-1-yl)but-2-enedioate	Tryptophan metabolism
186.0909	C00788	M(S34)+H[1+]	-0.0017	L-Adrenaline; (R)-(-)-Adrenaline; (R)-(-)-Epinephrine; (R)-(-)-Epirenamine; (R)-(-)-Adnephrine; 4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol	Tyrosine metabolism$Urea cycle/amino group metabolism
186.0909	C05589	M(S34)+H[1+]	-0.0017	L-Normetanephrine	Tyrosine metabolism
186.9799	C03232	M(S34)+H[1+]	-0.0005	3-Phosphonooxypyruvate; 3-Phosphonooxypyruvic acid; 3-Phosphohydroxypyruvate; 3-Phosphohydroxypyruvic acid	Glycine, serine, alanine and threonine metabolism
